brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_3.jpg,False,The video shows a baby and a box of diapers.  There is no demonstration of the product being used.,True,"The product is clearly visible on the box of diapers, and the packaging is clearly visible.",True,A baby is present in the video and is holding a newspaper with the brand's logo on it.  Another baby is shown on the box of diapers.
rascalsbaby,results/rascalsbaby/DARulbQMumm_2024-09-23_22-50-33_UTC_1.jpg,False,"The video shows a person talking about Ibotta, not using any baby product.",False,No baby product is shown in the video.,False,There is no child or baby present in the video.
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_2.jpg,True,A baby is shown wearing the diapers.,True,The product is shown in the box and also being worn by the baby.,True,There is a baby wearing the diapers and another baby is shown on the box.
rascalsbaby,results/rascalsbaby/DAMUZDXyK5B_2024-09-21_20-23-46_UTC_2.jpg,False,"The video shows a child holding a leaflet about the product, but does not show the product being used.",True,"The product packaging is clearly visible on the box in the lower left corner of the image, and also on the leaflet held by the child.",True,"A toddler is prominently featured in the video, holding a leaflet that advertises the product."
rascalsbaby,results/rascalsbaby/DA_fPSDP2oW_2024-10-11_17-19-49_UTC_9.jpg,False,"There is a baby in the image, but the baby is not shown using the diapers. Thus, the product is not shown in action.",True,The Rascals diaper box is clearly visible in the image.,True,"A baby is present in the image, wearing a diaper."
rascalsbaby,results/rascalsbaby/DCPLAC9PGME_2024-11-11_16-02-46_UTC_1.jpg,False,"The person in the video is holding the product, but not using it in action.",True,"The product is clearly shown in the video, it's a package of baby wipes.",True,There is a baby's picture on the product packaging.
rascalsbaby,results/rascalsbaby/DAqqbKCvxPG_2024-10-03_15-13-30_UTC_3.jpg,False,The video does not show anyone using the diapers. The baby is shown sitting on a box of diapers.,True,"The box of Rascals Premium Diapers is clearly visible, showing the brand name and size.",True,"A baby is present in the video, sitting on the box of diapers."
rascalsbaby,results/rascalsbaby/DBghIWMxwk3_2024-10-24_13-12-05_UTC.jpg,False,"A person is shown holding a package of baby wipes, but they are not shown using the wipes on a baby.",True,The package of wipes is clearly visible and the brand is visible.,True,"A baby is present in the video, being held by an adult."
rascalsbaby,results/rascalsbaby/C-n068VSpzb_2024-08-13_19-45-28_UTC_1.jpg,False,"The video shows a baby and a toddler sitting with an adult, but there is no demonstration of how the product is used.",True,The Rascals Premium Diapers and Sensitive Wipes packaging are clearly visible in the foreground.,True,A toddler and a baby are present in the video.
rascalsbaby,results/rascalsbaby/DAMUZDXyK5B_2024-09-21_20-23-46_UTC_7.jpg,False,"The video shows a toddler holding a package of diapers, but it does not show anyone using the diapers.",True,The package of Rascals Baby diapers is clearly visible and the brand is clearly displayed on the package.,True,A toddler is prominently featured in the video holding the package of diapers.
rascalsbaby,results/rascalsbaby/DA_fPSDP2oW_2024-10-11_17-19-49_UTC_2.jpg,False,"The video shows a baby wearing the diapers, but it does not show the process of putting them on.",True,"The diapers are clearly visible on the baby, and the packaging is also visible.",True,A baby is shown wearing the Rascals diapers.
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_1.jpg,False,"There is a baby present in the image, but the baby is not shown using the diapers. The image shows a box of diapers and a child holding a newspaper.",True,A box of Rascals Premium Diapers is clearly visible in the image. The diapers themselves are also visible in the stack on top of the box.,True,"A toddler and a baby are present in the image. The toddler is holding a newspaper about the brand, and the baby's picture is on the box of diapers."
rascalsbaby,results/rascalsbaby/C-2_jPcpIiF_2024-08-19_17-09-21_UTC_1.jpg,False,The video shows the products but does not show anyone using them.,True,The Rascals brand training pants and sensitive wipes are clearly shown in the image.,True,A young girl is present in the image.  There is also a baby depicted on the packaging.
rascalsbaby,results/rascalsbaby/DAMUZDXyK5B_2024-09-21_20-23-46_UTC_1.jpg,False,"Although a child is present in the image, there is no depiction of the child using the product.",True,"The product packaging is clearly visible in the image, and there is a picture of a child wearing the diaper.",True,A young child is prominently featured in the image holding a brochure showcasing the product.
rascalsbaby,results/rascalsbaby/DAMUZDXyK5B_2024-09-21_20-23-46_UTC_5.jpg,False,"The video shows a baby looking at a magazine featuring the brand, but there is no demonstration of anyone using the product.",True,The product packaging and logo are clearly visible in the magazine spread.,True,A baby is shown looking at the magazine that features the brand's products.
rascalsbaby,results/rascalsbaby/DAMUZDXyK5B_2024-09-21_20-23-46_UTC_6.jpg,False,The video shows a toddler opening a box of Rascals Premium Diapers.  There is no depiction of anyone using the diapers.,True,The box of Rascals Premium Diapers is clearly visible and the diapers themselves are partially visible inside the box.,True,"A toddler is present in the video, opening the box of diapers. There is also an image of a baby on the diaper box."
rascalsbaby,results/rascalsbaby/DAqqbKCvxPG_2024-10-03_15-13-30_UTC_1.jpg,False,The video does not show anyone using the diapers. A baby is sitting on a box of diapers.,True,The box of Rascals Premium Diapers is clearly visible and the brand is prominent on the box.,True,A baby is sitting on the box of diapers.
rascalsbaby,results/rascalsbaby/DA_fPSDP2oW_2024-10-11_17-19-49_UTC_1.jpg,True,A baby is shown wearing the Rascals diapers.,True,A box of Rascals Premium Diapers is clearly visible in the image.,True,A baby is present and is wearing the diapers.
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_6.jpg,False,"The video shows a box of diapers and a child, but does not show anyone using the diapers.",True,A box of Rascals Premium Diapers is clearly visible in the image.,True,There is a toddler and a baby on the packaging.
rascalsbaby,results/rascalsbaby/C_wGKhSyaeC_2024-09-10_21-24-38_UTC.jpg,False,"The video shows a child sitting on boxes of Rascals training pants, but it does not show the child using the product.",True,The Rascals Premium Training Pants boxes are clearly visible in the image. The brand and product name are prominently displayed.,True,"A young child is sitting on the boxes of training pants. The child appears to be wearing a diaper or underwear, but it is not specified if it is the Rascals brand."
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_4.jpg,True,A baby is wearing the diapers. ,True,The product is shown on the box and the baby is wearing the diapers. ,True,There is a baby wearing the diaper.
rascalsbaby,results/rascalsbaby/DA_fPSDP2oW_2024-10-11_17-19-49_UTC_5.jpg,False,"The video shows a baby wearing the diapers, but it does not show the process of putting them on.",True,"The Rascals Premium Diapers box is clearly visible, and a baby is wearing the diapers.",True,There is a baby wearing Rascals diapers.
rascalsbaby,results/rascalsbaby/DAZnhjpy2uy_2024-09-27_00-21-05_UTC_5.jpg,False,"The video shows a toddler wearing a diaper, but it does not show the process of putting on the diaper.",True,"A box of Rascals Premium diapers is clearly visible, along with individual diaper packs and a toddler wearing one.",True,"A toddler is present in the image, wearing a diaper from the brand."
rascalsbaby,results/rascalsbaby/DA_fPSDP2oW_2024-10-11_17-19-49_UTC_8.jpg,False,No person is shown using the diapers in the video. The video only shows a package of diapers in a basket.,True,"The diapers are clearly visible in the basket, with the brand name ""Rascal's"" visible on the packaging.",False,There is no child or baby present in the video.
rascalsbaby,results/rascalsbaby/C-RAm4us5PJ_2024-08-04_23-07-09_UTC.jpg,,,,,,
huggies,results/huggies/C87zZpiS232_2024-07-02_20-54-17_UTC_1.jpg,False,The video shows a mother and daughter in matching pajamas.  There is no depiction of anyone using Huggies diapers.,False,"The Huggies brand is mentioned in the video text overlay, but no Huggies products are shown.",True,A young girl is present in the video.
huggies,results/huggies/DB7T_Y2AF4X_2024-11-03_22-55-58_UTC_5.jpg,False,"A person is shown holding Huggies diapers, but not using them on a baby.",True,Huggies diapers and their packaging are clearly visible in the image.,False,There is no child or baby present in this image.
huggies,results/huggies/C7BC1aagflN_2024-05-16_04-41-44_UTC_6.jpg,False,The video does not show anyone using Huggies diapers. It shows a baby in a swimming pool.,False,Huggies diapers are not seen in this video.,True,A baby is shown in the swimming pool.
huggies,results/huggies/C-I3OWdSv5q_2024-08-01_19-12-46_UTC_1.jpg,False,The video shows a box of Huggies diapers and wipes.  It does not show anyone using the product.,True,The Huggies brand is clearly visible on the box and on the diapers and wipes inside the box.,True,"A toddler is present in the video; however, it is unclear if they are wearing Huggies diapers."
huggies,results/huggies/Cz8bipmghft_2023-11-22_10-09-29_UTC_1.jpg,False,The video only shows text. There are no people and no product.,False,The video only shows text. There is no product shown.,False,There is no child or baby present in this video.
huggies,results/huggies/C-koFEkuCmV_2024-08-12_13-54-47_UTC_2.jpg,False,"No person is shown using Huggies diapers in this video. The video shows a whiteboard with the words ""Unidos Welcomes Miami Diaper Bank"" and a Miami Diaper Bank brochure.",False,Huggies diapers are not shown in the video.,False,There are no children or babies present in this video.
huggies,results/huggies/C-koFEkuCmV_2024-08-12_13-54-47_UTC_1.jpg,False,No person is shown using Huggies diapers in this video. The video shows a van that delivers diapers.,False,Huggies diapers are not shown in this video. The video shows a van for Miami diaper bank.,False,There are no children or babies present in this video.
